SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude,New Georeferenced Column
275583124,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,BROOKLYN,75,1019699,188375,40.6836516,-73.87218618,POINT (-73.87218617994516 40.68365160339583)
275583122,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,997385,231299,40.80152848,-73.952557,POINT (-73.95255699888203 40.80152847787514)
275583121,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,28,997385,231299,40.80152848,-73.952557,POINT (-73.95255699888203 40.80152847787514)
276082917,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,BRONX,52,1012928,255180,40.86703811,-73.89631435,POINT (-73.89631435413959 40.867038108293045)
275586198,10/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,69,1011603,174539,40.6457036,-73.90143297,POINT (-73.90143297324538 40.645703597681724)
275618802,10/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,2,BROOKLYN,79,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
275774194,10/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,25,1002640,231748,40.80275148,-73.93357496,POINT (-73.93357496293187 40.80275148499169)
275722329,10/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,88,992440,189270,40.68617537,-73.97046928,POINT (-73.97046928111624 40.68617536994482)
275708346,10/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,0,MANHATTAN,34,1004367,254624,40.86553572,-73.9272684,POINT (-73.92726840202711 40.865535719276465)
275740188,10/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,19,993626,219051,40.76791577,-73.96615142,POINT (-73.96615142268037 40.767915773333215)
275845919,10/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,23,998969,229216,40.795809,-73.946837,POINT (-73.946837 40.795809)
275862659,10/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BRONX,43,1025754,240828,40.82759517,-73.85003071,POINT (-73.8500307141073 40.82759516763642)
275853418,10/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,79,997241,193691,40.698304,-73.953147,POINT (-73.953147 40.698304)
275903831,10/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,33,999769,242707,40.832839,-73.943917,POINT (-73.943917 40.832839)
275940820,10/14/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,24,992455,228573,40.7940523,-73.97036726,POINT (-73.97036725563487 40.79405230340366)
276104242,10/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE,0,MANHATTAN,13,986753,210854,40.74542172,-73.9909669,POINT (-73.99096689618635 40.74542171631275)
276080918,10/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,75,1012615,183981,40.67161661,-73.8977465,POINT (-73.89774649915194 40.6716166108025)
276075107,10/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,2,BROOKLYN,79,1001404,193715,40.698364,-73.938133,POINT (-73.938133 40.698364)
276209015,10/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,23,1000329,226031,40.78706438,-73.94193603,POINT (-73.94193602501157 40.78706437966085)
276289135,10/21/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1001799,247298,40.84543352,-73.936572,POINT (-73.93657200046846 40.84543352023403)
276289618,10/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,67,998552,172619,40.640466,-73.948464,POINT (-73.948464 40.640466)
276648909,10/24/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,28,997535,230317,40.79883293,-73.95201715,POINT (-73.95201714895177 40.79883293224151)
276490436,10/25/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,28,997535,230317,40.79883293,-73.95201715,POINT (-73.95201714895177 40.79883293224151)
276487242,10/25/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,WHITE HISPANIC,0,MANHATTAN,14,987106,213353,40.75228073,-73.98969189,POINT (-73.98969188939078 40.75228073487896)
276487241,10/25/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,WHITE HISPANIC,0,MANHATTAN,14,987106,213353,40.75228073,-73.98969189,POINT (-73.98969188939078 40.75228073487896)
276490736,10/26/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,25,1000817,233079,40.80640832,-73.94015639,POINT (-73.94015638777078 40.806408319230606)
276648207,10/26/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,23,999643,228852,40.79480849,-73.94440682,POINT (-73.9444068205819 40.794808485294155)
276585780,10/27/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,BROOKLYN,90,1000930,197100,40.70765497,-73.93983747,POINT (-73.93983746765778 40.707654965809354)
276648253,10/28/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,32,1001624,239556,40.82418432,-73.93722456,POINT (-73.93722456230195 40.82418431716482)
276658032,10/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,MANHATTAN,17,993499,213705,40.75324251,-73.96661726,POINT (-73.96661726413518 40.75324250965869)
276773849,10/31/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,88,991471,192942,40.696257,-73.973958,POINT (-73.973958 40.696257)
276779771,11/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,0,BROOKLYN,84,987912,194536,40.70063235,-73.98679305,POINT (-73.98679304740637 40.70063235296621)
276786217,11/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,113,1041757,188022,40.68256688,-73.79265779,POINT (-73.79265778881333 40.6825668764123)
276903761,11/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,2,BROOKLYN,63,1005871,169993,40.633243,-73.922102,POINT (-73.922102 40.633243)
277006921,11/4/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,999163,232156,40.80387789,-73.94613304,POINT (-73.9461330446697 40.80387788542742)
277006584,11/4/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,28,999163,232156,40.80387789,-73.94613304,POINT (-73.9461330446697 40.80387788542742)
277006585,11/4/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,MANHATTAN,28,999163,232156,40.80387789,-73.94613304,POINT (-73.9461330446697 40.80387788542742)
277007702,11/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,32,1000106,234958,40.81156696,-73.94272024,POINT (-73.94272023562813 40.8115669572281)
277143291,11/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,76,982795,185469,40.675747,-74.005245,POINT (-74.005245 40.675747)
277144056,11/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,33,1002452,246619,40.84356854,-73.93421368,POINT (-73.93421368237416 40.843568542965166)
277216744,11/8/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1002386,246975,40.844547,-73.934448,POINT (-73.934448 40.844547)
277286332,11/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK HISPANIC,0,BROOKLYN,83,1009350,190373,40.68917105,-73.90949274,POINT (-73.90949273959005 40.689171049867475)
277341036,11/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,WHITE HISPANIC,0,MANHATTAN,10,985808,215574,40.75837714,-73.99437622,POINT (-73.99437622331752 40.75837713874265)
277286995,11/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,BLACK HISPANIC,0,QUEENS,115,1015096,211497,40.74713315,-73.88867665,POINT (-73.88867664694139 40.74713314606731)
277286994,11/10/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,115,1015096,211497,40.74713315,-73.88867665,POINT (-73.88867664694139 40.74713314606731)
277378470,11/11/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,2,BROOKLYN,73,1011263,182761,40.66827221,-73.90262523,POINT (-73.90262523315641 40.668272214093875)
278545247,11/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,BRONX,44,1003598,241661,40.82995784,-73.93008607,POINT (-73.93008607198803 40.829957836711046)
278610025,11/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BRONX,47,1021324,258111,40.87505153,-73.86594234,POINT (-73.86594234194568 40.87505152691257)
277455649,11/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,113,1050370,187010,40.67972903,-73.76161358,POINT (-73.76161358215207 40.67972902874195)
277629035,11/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,14,989348,213435,40.752505,-73.981597,POINT (-73.981597 40.752505)
277572564,11/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,73,1008245,183796,40.67113,-73.91350206,POINT (-73.9135020552048 40.6711300016904)
277645029,11/16/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,24,991925,228547,40.79398142,-73.97228141,POINT (-73.97228140520521 40.793981416649686)
277639420,11/16/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,79,997953,189014,40.68546589,-73.95059156,POINT (-73.95059155687348 40.68546589042955)
277689116,11/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,84,987801,192258,40.694381,-73.987194,POINT (-73.987194 40.694381)
277707089,11/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BRONX,44,1007534,243078,40.83383759,-73.91585844,POINT (-73.91585843990595 40.83383759333706)
277704601,11/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE,0,BROOKLYN,60,989914,150384,40.57944353,-73.97960993,POINT (-73.97960992709751 40.57944353484604)
277702632,11/17/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,MANHATTAN,24,993480,230424,40.79913178,-73.96666288,POINT (-73.96666287602464 40.7991317841903)
277747514,11/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,MANHATTAN,33,1001311,244556,40.83790849,-73.93834277,POINT (-73.93834277204974 40.83790848894613)
277747101,11/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,79,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
277747504,11/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,MANHATTAN,33,1001311,244556,40.83790849,-73.93834277,POINT (-73.93834277204974 40.83790848894613)
277827383,11/20/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,2,BROOKLYN,90,1001428,195651,40.703679,-73.938044,POINT (-73.938044 40.703679)
277961152,11/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,F,WHITE HISPANIC,1,MANHATTAN,14,990507,214474,40.75535584,-73.97741568,POINT (-73.97741567711402 40.75535584267986)
277969045,11/23/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE,0,MANHATTAN,18,989925,216584,40.76114765,-73.9795146,POINT (-73.97951459534151 40.761147645900905)
278035548,11/24/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,114,1002895,220799,40.77269889,-73.93268429,POINT (-73.93268428972686 40.772698886635716)
277988975,11/24/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,65+,M,WHITE HISPANIC,0,BRONX,42,1008690,238862,40.82227104,-73.91169778,POINT (-73.911697780277 40.8222710411331)
278115649,11/27/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,QUEENS,103,1039125,192380,40.69454526,-73.80211197,POINT (-73.80211196857 40.69454526325203)
278251545,11/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,UNKNOWN,M,WHITE,0,MANHATTAN,18,990693,215862,40.75916541,-73.97674299,POINT (-73.97674298948706 40.75916541474338)
278414616,11/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,0,MANHATTAN,7,988292,201010,40.718403,-73.985418,POINT (-73.985418 40.718403)
278271817,11/29/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,ASIAN / PACIFIC ISLANDER,0,MANHATTAN,18,989356,215558,40.758333,-73.981568,POINT (-73.981568 40.758333)
278364421,12/1/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,33,1002062,247769,40.84672575,-73.93562018,POINT (-73.93562017903595 40.84672574980107)
278371712,12/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,110,1023878,211559,40.74726833,-73.85698205,POINT (-73.85698205410861 40.74726832641043)
278403262,12/2/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,MANHATTAN,26,996240,235791,40.81386,-73.956684,POINT (-73.956684 40.81386)
278539592,12/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BRONX,47,1023086,261145,40.88337133,-73.85955346,POINT (-73.8595534624646 40.88337132808791)
278610021,12/5/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,BROOKLYN,84,989095,190490,40.689529,-73.982527,POINT (-73.982527 40.689529)
278583832,12/6/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,F,BLACK,0,BROOKLYN,60,986713,149102,40.57592616,-73.99113381,POINT (-73.99113380923099 40.5759261644496)
278673082,12/7/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,QUEENS,115,1019341,213253,40.751938,-73.873344,POINT (-73.873344 40.751938)
278820472,12/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK,0,QUEENS,115,1018475,211969,40.74841623,-73.87647943,POINT (-73.87647943404744 40.748416233977714)
279730218,12/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,BROOKLYN,90,1000163,197539,40.708862,-73.942599,POINT (-73.942599 40.708862)
278762145,12/9/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,115,1019341,213253,40.751938,-73.873344,POINT (-73.873344 40.751938)
278934975,12/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,BROOKLYN,69,1008533,171003,40.63600699,-73.91250849,POINT (-73.91250849221507 40.63600698995639)
278892684,12/12/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,BROOKLYN,77,1000285,183163,40.6694023,-73.94219707,POINT (-73.94219706684515 40.66940230342326)
279007123,12/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,103,1040039,191630,40.69248098,-73.79882216,POINT (-73.7988221612839 40.6924809776797)
279007122,12/13/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,103,1040039,191630,40.69248098,-73.79882216,POINT (-73.7988221612839 40.6924809776797)
279025806,12/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,115,1018492,212756,40.750579,-73.876411,POINT (-73.876411 40.750579)
279061906,12/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,BLACK,0,MANHATTAN,18,988257,215427,40.75797289,-73.98553637,POINT (-73.98553636938833 40.75797289059776)
279025402,12/15/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,45-64,M,WHITE HISPANIC,0,QUEENS,110,1015639,211574,40.74734258,-73.8867166,POINT (-73.88671660027961 40.747342580794495)
279105637,12/16/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,110,1016409,211680,40.74763076,-73.88393715,POINT (-73.88393715438816 40.7476307571886)
279169297,12/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,0,QUEENS,115,1016926,211753,40.74782923,-73.88207093,POINT (-73.88207093262778 40.74782922837513)
279166019,12/18/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,60,986258,148108,40.57319794,-73.99277199,POINT (-73.99277199192522 40.573197944069996)
279233502,12/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,2,BROOKLYN,75,1011774,182862,40.66854786,-73.9007828,POINT (-73.90078280161762 40.668547862513854)
279230160,12/19/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,110,1017185,211789,40.74792708,-73.88113602,POINT (-73.88113601550491 40.747927078391974)
279409357,12/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,19,994717,219965,40.77042324,-73.96221135,POINT (-73.96221134805232 40.770423241002156)
279407507,12/22/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,QUEENS,114,1000200,213983,40.753996,-73.94243046,POINT (-73.94243045893519 40.75399600052303)
279747123,12/27/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,BLACK,0,BROOKLYN,67,1006410,180151,40.66112182,-73.92012759,POINT (-73.92012759086217 40.661121823005146)
279714476,12/30/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,WHITE HISPANIC,0,QUEENS,110,1020802,210947,40.74560179,-73.86808669,POINT (-73.868086685074 40.745601791328994)
279749417,12/30/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,18-24,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,115,1020403,215182,40.75722742,-73.86950387,POINT (-73.86950387410951 40.757227422665224)
279733548,12/30/23,JAYWALKING,45386,Traffic Regs,TRAFFIC REGS,25-44,M,BLACK HISPANIC,0,MANHATTAN,33,1000128,247593,40.84624637,-73.94261086,POINT (-73.94261085719262 40.846246371205524)